#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  4626    0.41462E+00   -0.11762E-01    0.64677E-11   -0.11762E-01    0.11870E-01    0.56127E-13    0.64677E-11    0.56127E-13    0.10894E-16
  4627    0.41304E+00   -0.11632E-01    0.64590E-11   -0.11632E-01    0.11843E-01    0.56038E-13    0.64590E-11    0.56038E-13    0.10883E-16
  4628    0.41147E+00   -0.11505E-01    0.64503E-11   -0.11505E-01    0.11817E-01    0.55945E-13    0.64503E-11    0.55945E-13    0.10873E-16
  4629    0.40989E+00   -0.11379E-01    0.64416E-11   -0.11379E-01    0.11791E-01    0.55847E-13    0.64416E-11    0.55847E-13    0.10862E-16
  4630    0.40833E+00   -0.11255E-01    0.64330E-11   -0.11255E-01    0.11767E-01    0.55745E-13    0.64330E-11    0.55745E-13    0.10852E-16
  4631    0.40676E+00   -0.11133E-01    0.64244E-11   -0.11133E-01    0.11743E-01    0.55638E-13    0.64244E-11    0.55638E-13    0.10841E-16
  4632    0.40518E+00   -0.11012E-01    0.64158E-11   -0.11012E-01    0.11719E-01    0.55528E-13    0.64158E-11    0.55528E-13    0.10831E-16
  4633    0.40362E+00   -0.10893E-01    0.64073E-11   -0.10893E-01    0.11695E-01    0.55413E-13    0.64073E-11    0.55413E-13    0.10820E-16
  4634    0.40205E+00   -0.10777E-01    0.63987E-11   -0.10777E-01    0.11672E-01    0.55294E-13    0.63987E-11    0.55294E-13    0.10810E-16
  4635    0.40048E+00   -0.10660E-01    0.63902E-11   -0.10660E-01    0.11650E-01    0.55170E-13    0.63902E-11    0.55170E-13    0.10800E-16
  4636    0.39893E+00   -0.10547E-01    0.63818E-11   -0.10547E-01    0.11628E-01    0.55043E-13    0.63818E-11    0.55043E-13    0.10789E-16
  4637    0.39737E+00   -0.10436E-01    0.63733E-11   -0.10436E-01    0.11607E-01    0.54911E-13    0.63733E-11    0.54911E-13    0.10779E-16
  4638    0.39580E+00   -0.10326E-01    0.63649E-11   -0.10326E-01    0.11586E-01    0.54775E-13    0.63649E-11    0.54775E-13    0.10768E-16
  4639    0.39425E+00   -0.10219E-01    0.63565E-11   -0.10219E-01    0.11564E-01    0.54636E-13    0.63565E-11    0.54636E-13    0.10758E-16
  4640    0.39270E+00   -0.10112E-01    0.63482E-11   -0.10112E-01    0.11544E-01    0.54492E-13    0.63482E-11    0.54492E-13    0.10748E-16
  4641    0.39115E+00   -0.10009E-01    0.63398E-11   -0.10009E-01    0.11525E-01    0.54344E-13    0.63398E-11    0.54344E-13    0.10737E-16
  4642    0.38960E+00   -0.99065E-02    0.63316E-11   -0.99065E-02    0.11505E-01    0.54192E-13    0.63316E-11    0.54192E-13    0.10727E-16
  4643    0.38807E+00   -0.98055E-02    0.63233E-11   -0.98055E-02    0.11487E-01    0.54037E-13    0.63233E-11    0.54037E-13    0.10717E-16
  4644    0.38652E+00   -0.97064E-02    0.63150E-11   -0.97064E-02    0.11468E-01    0.53877E-13    0.63150E-11    0.53877E-13    0.10707E-16
  4645    0.38499E+00   -0.96100E-02    0.63068E-11   -0.96100E-02    0.11450E-01    0.53714E-13    0.63068E-11    0.53714E-13    0.10696E-16
  4646    0.38345E+00   -0.95163E-02    0.62987E-11   -0.95163E-02    0.11432E-01    0.53546E-13    0.62987E-11    0.53546E-13    0.10686E-16
  4647    0.38192E+00   -0.94239E-02    0.62905E-11   -0.94239E-02    0.11415E-01    0.53375E-13    0.62905E-11    0.53375E-13    0.10676E-16
  4648    0.38039E+00   -0.93333E-02    0.62824E-11   -0.93333E-02    0.11398E-01    0.53200E-13    0.62824E-11    0.53200E-13    0.10666E-16
  4649    0.37888E+00   -0.92439E-02    0.62743E-11   -0.92439E-02    0.11382E-01    0.53021E-13    0.62743E-11    0.53021E-13    0.10655E-16
  4650    0.37736E+00   -0.91579E-02    0.62663E-11   -0.91579E-02    0.11365E-01    0.52839E-13    0.62663E-11    0.52839E-13    0.10645E-16
  4651    0.37585E+00   -0.90730E-02    0.62582E-11   -0.90730E-02    0.11349E-01    0.52652E-13    0.62582E-11    0.52652E-13    0.10635E-16
  4652    0.37434E+00   -0.89908E-02    0.62503E-11   -0.89908E-02    0.11333E-01    0.52462E-13    0.62503E-11    0.52462E-13    0.10625E-16
  4653    0.37284E+00   -0.89103E-02    0.62423E-11   -0.89103E-02    0.11319E-01    0.52269E-13    0.62423E-11    0.52269E-13    0.10615E-16
  4654    0.37134E+00   -0.88316E-02    0.62344E-11   -0.88316E-02    0.11303E-01    0.52072E-13    0.62344E-11    0.52072E-13    0.10604E-16
  4655    0.36985E+00   -0.87554E-02    0.62265E-11   -0.87554E-02    0.11289E-01    0.51871E-13    0.62265E-11    0.51871E-13    0.10594E-16
  4656    0.36837E+00   -0.86810E-02    0.62186E-11   -0.86810E-02    0.11274E-01    0.51666E-13    0.62186E-11    0.51666E-13    0.10584E-16
  4657    0.36688E+00   -0.86097E-02    0.62108E-11   -0.86097E-02    0.11260E-01    0.51459E-13    0.62108E-11    0.51459E-13    0.10574E-16
  4658    0.36541E+00   -0.85394E-02    0.62030E-11   -0.85394E-02    0.11246E-01    0.51247E-13    0.62030E-11    0.51247E-13    0.10564E-16
  4659    0.36394E+00   -0.84707E-02    0.61952E-11   -0.84707E-02    0.11232E-01    0.51033E-13    0.61952E-11    0.51033E-13    0.10554E-16
  4660    0.36247E+00   -0.84051E-02    0.61875E-11   -0.84051E-02    0.11219E-01    0.50815E-13    0.61875E-11    0.50815E-13    0.10544E-16
  4661    0.36101E+00   -0.83411E-02    0.61798E-11   -0.83411E-02    0.11205E-01    0.50593E-13    0.61798E-11    0.50593E-13    0.10533E-16
  4662    0.35955E+00   -0.82794E-02    0.61721E-11   -0.82794E-02    0.11193E-01    0.50369E-13    0.61721E-11    0.50369E-13    0.10523E-16
  4663    0.35811E+00   -0.82185E-02    0.61644E-11   -0.82185E-02    0.11181E-01    0.50141E-13    0.61644E-11    0.50141E-13    0.10513E-16
  4664    0.35666E+00   -0.81605E-02    0.61568E-11   -0.81605E-02    0.11168E-01    0.49910E-13    0.61568E-11    0.49910E-13    0.10503E-16
  4665    0.35523E+00   -0.81048E-02    0.61493E-11   -0.81048E-02    0.11156E-01    0.49675E-13    0.61493E-11    0.49675E-13    0.10493E-16
  4666    0.35380E+00   -0.80505E-02    0.61417E-11   -0.80505E-02    0.11144E-01    0.49438E-13    0.61417E-11    0.49438E-13    0.10483E-16
  4667    0.35237E+00   -0.79991E-02    0.61342E-11   -0.79991E-02    0.11133E-01    0.49197E-13    0.61342E-11    0.49197E-13    0.10473E-16
  4668    0.35096E+00   -0.79491E-02    0.61267E-11   -0.79491E-02    0.11121E-01    0.48953E-13    0.61267E-11    0.48953E-13    0.10463E-16
  4669    0.34954E+00   -0.79005E-02    0.61193E-11   -0.79005E-02    0.11110E-01    0.48707E-13    0.61193E-11    0.48707E-13    0.10453E-16
  4670    0.34814E+00   -0.78539E-02    0.61119E-11   -0.78539E-02    0.11099E-01    0.48457E-13    0.61119E-11    0.48457E-13    0.10443E-16
  4671    0.34673E+00   -0.78101E-02    0.61045E-11   -0.78101E-02    0.11088E-01    0.48204E-13    0.61045E-11    0.48204E-13    0.10433E-16
  4672    0.34534E+00   -0.77675E-02    0.60971E-11   -0.77675E-02    0.11078E-01    0.47949E-13    0.60971E-11    0.47949E-13    0.10423E-16
  4673    0.34395E+00   -0.77262E-02    0.60898E-11   -0.77262E-02    0.11067E-01    0.47690E-13    0.60898E-11    0.47690E-13    0.10413E-16
  4674    0.34258E+00   -0.76884E-02    0.60826E-11   -0.76884E-02    0.11058E-01    0.47429E-13    0.60826E-11    0.47429E-13    0.10403E-16
  4675    0.34120E+00   -0.76517E-02    0.60753E-11   -0.76517E-02    0.11047E-01    0.47165E-13    0.60753E-11    0.47165E-13    0.10393E-16
  4676    0.33984E+00   -0.76169E-02    0.60681E-11   -0.76169E-02    0.11037E-01    0.46898E-13    0.60681E-11    0.46898E-13    0.10383E-16
  4677    0.33847E+00   -0.75839E-02    0.60609E-11   -0.75839E-02    0.11027E-01    0.46628E-13    0.60609E-11    0.46628E-13    0.10374E-16
  4678    0.33712E+00   -0.75521E-02    0.60538E-11   -0.75521E-02    0.11018E-01    0.46356E-13    0.60538E-11    0.46356E-13    0.10364E-16
  4679    0.33577E+00   -0.75243E-02    0.60467E-11   -0.75243E-02    0.11008E-01    0.46081E-13    0.60467E-11    0.46081E-13    0.10354E-16
  4680    0.33444E+00   -0.74967E-02    0.60396E-11   -0.74967E-02    0.10999E-01    0.45803E-13    0.60396E-11    0.45803E-13    0.10344E-16
  4681    0.33311E+00   -0.74702E-02    0.60326E-11   -0.74702E-02    0.10990E-01    0.45523E-13    0.60326E-11    0.45523E-13    0.10334E-16
  4682    0.33178E+00   -0.74469E-02    0.60256E-11   -0.74469E-02    0.10980E-01    0.45240E-13    0.60256E-11    0.45240E-13    0.10324E-16
  4683    0.33046E+00   -0.74252E-02    0.60186E-11   -0.74252E-02    0.10971E-01    0.44955E-13    0.60186E-11    0.44955E-13    0.10314E-16
  4684    0.32915E+00   -0.74053E-02    0.60117E-11   -0.74053E-02    0.10963E-01    0.44668E-13    0.60117E-11    0.44668E-13    0.10305E-16
  4685    0.32786E+00   -0.73862E-02    0.60048E-11   -0.73862E-02    0.10953E-01    0.44377E-13    0.60048E-11    0.44377E-13    0.10295E-16
  4686    0.32657E+00   -0.73702E-02    0.59979E-11   -0.73702E-02    0.10944E-01    0.44085E-13    0.59979E-11    0.44085E-13    0.10285E-16
  4687    0.32528E+00   -0.73550E-02    0.59911E-11   -0.73550E-02    0.10935E-01    0.43790E-13    0.59911E-11    0.43790E-13    0.10275E-16
  4688    0.32401E+00   -0.73414E-02    0.59843E-11   -0.73414E-02    0.10926E-01    0.43493E-13    0.59843E-11    0.43493E-13    0.10265E-16
  4689    0.32274E+00   -0.73307E-02    0.59775E-11   -0.73307E-02    0.10918E-01    0.43194E-13    0.59775E-11    0.43194E-13    0.10256E-16
  4690    0.32148E+00   -0.73201E-02    0.59708E-11   -0.73201E-02    0.10909E-01    0.42892E-13    0.59708E-11    0.42892E-13    0.10246E-16
  4691    0.32022E+00   -0.73117E-02    0.59641E-11   -0.73117E-02    0.10900E-01    0.42588E-13    0.59641E-11    0.42588E-13    0.10236E-16
  4692    0.31898E+00   -0.73046E-02    0.59575E-11   -0.73046E-02    0.10890E-01    0.42282E-13    0.59575E-11    0.42282E-13    0.10226E-16
  4693    0.31774E+00   -0.72998E-02    0.59509E-11   -0.72998E-02    0.10882E-01    0.41974E-13    0.59509E-11    0.41974E-13    0.10217E-16
  4694    0.31652E+00   -0.72955E-02    0.59443E-11   -0.72955E-02    0.10872E-01    0.41664E-13    0.59443E-11    0.41664E-13    0.10207E-16
  4695    0.31531E+00   -0.72934E-02    0.59377E-11   -0.72934E-02    0.10863E-01    0.41351E-13    0.59377E-11    0.41351E-13    0.10197E-16
  4696    0.31409E+00   -0.72925E-02    0.59312E-11   -0.72925E-02    0.10855E-01    0.41037E-13    0.59312E-11    0.41037E-13    0.10187E-16
  4697    0.31289E+00   -0.72937E-02    0.59248E-11   -0.72937E-02    0.10845E-01    0.40721E-13    0.59248E-11    0.40721E-13    0.10178E-16
  4698    0.31169E+00   -0.72953E-02    0.59183E-11   -0.72953E-02    0.10837E-01    0.40403E-13    0.59183E-11    0.40403E-13    0.10168E-16
  4699    0.31051E+00   -0.72990E-02    0.59119E-11   -0.72990E-02    0.10828E-01    0.40083E-13    0.59119E-11    0.40083E-13    0.10158E-16
  4700    0.30934E+00   -0.73045E-02    0.59056E-11   -0.73045E-02    0.10818E-01    0.39761E-13    0.59056E-11    0.39761E-13    0.10149E-16
  4701    0.30817E+00   -0.73113E-02    0.58992E-11   -0.73113E-02    0.10809E-01    0.39437E-13    0.58992E-11    0.39437E-13    0.10139E-16
  4702    0.30702E+00   -0.73192E-02    0.58929E-11   -0.73192E-02    0.10799E-01    0.39112E-13    0.58929E-11    0.39112E-13    0.10129E-16
  4703    0.30587E+00   -0.73282E-02    0.58867E-11   -0.73282E-02    0.10790E-01    0.38784E-13    0.58867E-11    0.38784E-13    0.10120E-16
  4704    0.30473E+00   -0.73383E-02    0.58805E-11   -0.73383E-02    0.10780E-01    0.38455E-13    0.58805E-11    0.38455E-13    0.10110E-16
  4705    0.30360E+00   -0.73503E-02    0.58743E-11   -0.73503E-02    0.10771E-01    0.38125E-13    0.58743E-11    0.38125E-13    0.10101E-16
  4706    0.30249E+00   -0.73633E-02    0.58682E-11   -0.73633E-02    0.10761E-01    0.37793E-13    0.58682E-11    0.37793E-13    0.10091E-16
  4707    0.30138E+00   -0.73767E-02    0.58620E-11   -0.73767E-02    0.10751E-01    0.37459E-13    0.58620E-11    0.37459E-13    0.10081E-16
  4708    0.30028E+00   -0.73926E-02    0.58560E-11   -0.73926E-02    0.10740E-01    0.37123E-13    0.58560E-11    0.37123E-13    0.10072E-16
  4709    0.29919E+00   -0.74088E-02    0.58499E-11   -0.74088E-02    0.10730E-01    0.36787E-13    0.58499E-11    0.36787E-13    0.10062E-16
  4710    0.29811E+00   -0.74268E-02    0.58439E-11   -0.74268E-02    0.10720E-01    0.36448E-13    0.58439E-11    0.36448E-13    0.10053E-16
  4711    0.29703E+00   -0.74457E-02    0.58380E-11   -0.74457E-02    0.10708E-01    0.36109E-13    0.58380E-11    0.36109E-13    0.10043E-16
  4712    0.29597E+00   -0.74664E-02    0.58320E-11   -0.74664E-02    0.10698E-01    0.35767E-13    0.58320E-11    0.35767E-13    0.10034E-16
  4713    0.29493E+00   -0.74873E-02    0.58261E-11   -0.74873E-02    0.10687E-01    0.35425E-13    0.58261E-11    0.35425E-13    0.10024E-16
  4714    0.29387E+00   -0.75098E-02    0.58203E-11   -0.75098E-02    0.10676E-01    0.35081E-13    0.58203E-11    0.35081E-13    0.10015E-16
  4715    0.29284E+00   -0.75333E-02    0.58144E-11   -0.75333E-02    0.10665E-01    0.34736E-13    0.58144E-11    0.34736E-13    0.10005E-16
  4716    0.29181E+00   -0.75585E-02    0.58087E-11   -0.75585E-02    0.10653E-01    0.34390E-13    0.58087E-11    0.34390E-13    0.99957E-17
  4717    0.29079E+00   -0.75838E-02    0.58029E-11   -0.75838E-02    0.10642E-01    0.34043E-13    0.58029E-11    0.34043E-13    0.99863E-17
  4718    0.28979E+00   -0.76100E-02    0.57972E-11   -0.76100E-02    0.10630E-01    0.33694E-13    0.57972E-11    0.33694E-13    0.99768E-17
  4719    0.28879E+00   -0.76378E-02    0.57915E-11   -0.76378E-02    0.10618E-01    0.33344E-13    0.57915E-11    0.33344E-13    0.99674E-17
  4720    0.28779E+00   -0.76664E-02    0.57858E-11   -0.76664E-02    0.10607E-01    0.32994E-13    0.57858E-11    0.32994E-13    0.99579E-17
  4721    0.28682E+00   -0.76959E-02    0.57802E-11   -0.76959E-02    0.10594E-01    0.32642E-13    0.57802E-11    0.32642E-13    0.99485E-17
  4722    0.28584E+00   -0.77269E-02    0.57746E-11   -0.77269E-02    0.10581E-01    0.32289E-13    0.57746E-11    0.32289E-13    0.99391E-17
  4723    0.28488E+00   -0.77580E-02    0.57690E-11   -0.77580E-02    0.10569E-01    0.31935E-13    0.57690E-11    0.31935E-13    0.99297E-17
  4724    0.28392E+00   -0.77906E-02    0.57635E-11   -0.77906E-02    0.10556E-01    0.31581E-13    0.57635E-11    0.31581E-13    0.99203E-17
  4725    0.28299E+00   -0.78228E-02    0.57580E-11   -0.78228E-02    0.10543E-01    0.31225E-13    0.57580E-11    0.31225E-13    0.99109E-17
  4726    0.28204E+00   -0.78567E-02    0.57525E-11   -0.78567E-02    0.10529E-01    0.30869E-13    0.57525E-11    0.30869E-13    0.99015E-17
  4727    0.28112E+00   -0.78906E-02    0.57471E-11   -0.78906E-02    0.10516E-01    0.30512E-13    0.57471E-11    0.30512E-13    0.98921E-17
  4728    0.28021E+00   -0.79260E-02    0.57417E-11   -0.79260E-02    0.10503E-01    0.30154E-13    0.57417E-11    0.30154E-13    0.98828E-17
  4729    0.27930E+00   -0.79626E-02    0.57364E-11   -0.79626E-02    0.10489E-01    0.29795E-13    0.57364E-11    0.29795E-13    0.98734E-17
  4730    0.27840E+00   -0.79997E-02    0.57310E-11   -0.79997E-02    0.10475E-01    0.29436E-13    0.57310E-11    0.29436E-13    0.98641E-17
  4731    0.27752E+00   -0.80363E-02    0.57257E-11   -0.80363E-02    0.10460E-01    0.29076E-13    0.57257E-11    0.29076E-13    0.98548E-17
  4732    0.27663E+00   -0.80744E-02    0.57204E-11   -0.80744E-02    0.10446E-01    0.28716E-13    0.57204E-11    0.28716E-13    0.98455E-17
  4733    0.27576E+00   -0.81128E-02    0.57152E-11   -0.81128E-02    0.10431E-01    0.28355E-13    0.57152E-11    0.28355E-13    0.98362E-17
  4734    0.27490E+00   -0.81517E-02    0.57100E-11   -0.81517E-02    0.10416E-01    0.27993E-13    0.57100E-11    0.27993E-13    0.98269E-17
  4735    0.27405E+00   -0.81909E-02    0.57048E-11   -0.81909E-02    0.10401E-01    0.27631E-13    0.57048E-11    0.27631E-13    0.98176E-17
  4736    0.27321E+00   -0.82308E-02    0.56997E-11   -0.82308E-02    0.10386E-01    0.27269E-13    0.56997E-11    0.27269E-13    0.98083E-17
  4737    0.27237E+00   -0.82716E-02    0.56946E-11   -0.82716E-02    0.10371E-01    0.26906E-13    0.56946E-11    0.26906E-13    0.97991E-17
  4738    0.27154E+00   -0.83122E-02    0.56895E-11   -0.83122E-02    0.10354E-01    0.26543E-13    0.56895E-11    0.26543E-13    0.97898E-17
  4739    0.27073E+00   -0.83538E-02    0.56844E-11   -0.83538E-02    0.10338E-01    0.26179E-13    0.56844E-11    0.26179E-13    0.97806E-17
  4740    0.26991E+00   -0.83948E-02    0.56794E-11   -0.83948E-02    0.10323E-01    0.25816E-13    0.56794E-11    0.25816E-13    0.97713E-17
  4741    0.26912E+00   -0.84371E-02    0.56744E-11   -0.84371E-02    0.10304E-01    0.25452E-13    0.56744E-11    0.25452E-13    0.97621E-17
  4742    0.26833E+00   -0.84795E-02    0.56694E-11   -0.84795E-02    0.10287E-01    0.25087E-13    0.56694E-11    0.25087E-13    0.97529E-17
  4743    0.26754E+00   -0.85222E-02    0.56645E-11   -0.85222E-02    0.10270E-01    0.24723E-13    0.56645E-11    0.24723E-13    0.97437E-17
  4744    0.26676E+00   -0.85644E-02    0.56596E-11   -0.85644E-02    0.10252E-01    0.24359E-13    0.56596E-11    0.24359E-13    0.97345E-17
  4745    0.26599E+00   -0.86076E-02    0.56547E-11   -0.86076E-02    0.10235E-01    0.23994E-13    0.56547E-11    0.23994E-13    0.97253E-17
  4746    0.26524E+00   -0.86509E-02    0.56499E-11   -0.86509E-02    0.10217E-01    0.23629E-13    0.56499E-11    0.23629E-13    0.97162E-17
  4747    0.26449E+00   -0.86935E-02    0.56450E-11   -0.86935E-02    0.10198E-01    0.23265E-13    0.56450E-11    0.23265E-13    0.97070E-17
  4748    0.26376E+00   -0.87371E-02    0.56402E-11   -0.87371E-02    0.10180E-01    0.22900E-13    0.56402E-11    0.22900E-13    0.96979E-17
  4749    0.26301E+00   -0.87802E-02    0.56355E-11   -0.87802E-02    0.10161E-01    0.22536E-13    0.56355E-11    0.22536E-13    0.96887E-17
  4750    0.26229E+00   -0.88234E-02    0.56307E-11   -0.88234E-02    0.10143E-01    0.22171E-13    0.56307E-11    0.22171E-13    0.96796E-17
  4751    0.26158E+00   -0.88665E-02    0.56260E-11   -0.88665E-02    0.10123E-01    0.21807E-13    0.56260E-11    0.21807E-13    0.96705E-17
  4752    0.26085E+00   -0.89096E-02    0.56214E-11   -0.89096E-02    0.10103E-01    0.21443E-13    0.56214E-11    0.21443E-13    0.96614E-17
  4753    0.26016E+00   -0.89526E-02    0.56167E-11   -0.89526E-02    0.10083E-01    0.21079E-13    0.56167E-11    0.21079E-13    0.96523E-17
  4754    0.25947E+00   -0.89955E-02    0.56121E-11   -0.89955E-02    0.10062E-01    0.20716E-13    0.56121E-11    0.20716E-13    0.96432E-17
  4755    0.25878E+00   -0.90384E-02    0.56075E-11   -0.90384E-02    0.10042E-01    0.20353E-13    0.56075E-11    0.20353E-13    0.96341E-17
  4756    0.25811E+00   -0.90812E-02    0.56029E-11   -0.90812E-02    0.10021E-01    0.19990E-13    0.56029E-11    0.19990E-13    0.96250E-17
  4757    0.25744E+00   -0.91235E-02    0.55984E-11   -0.91235E-02    0.99994E-02    0.19627E-13    0.55984E-11    0.19627E-13    0.96160E-17
  4758    0.25678E+00   -0.91659E-02    0.55939E-11   -0.91659E-02    0.99785E-02    0.19265E-13    0.55939E-11    0.19265E-13    0.96069E-17
  4759    0.25611E+00   -0.92081E-02    0.55894E-11   -0.92081E-02    0.99560E-02    0.18904E-13    0.55894E-11    0.18904E-13    0.95979E-17
  4760    0.25547E+00   -0.92501E-02    0.55849E-11   -0.92501E-02    0.99347E-02    0.18542E-13    0.55849E-11    0.18542E-13    0.95889E-17
  4761    0.25483E+00   -0.92917E-02    0.55805E-11   -0.92917E-02    0.99126E-02    0.18182E-13    0.55805E-11    0.18182E-13    0.95799E-17
  4762    0.25420E+00   -0.93330E-02    0.55761E-11   -0.93330E-02    0.98896E-02    0.17822E-13    0.55761E-11    0.17822E-13    0.95709E-17
  4763    0.25358E+00   -0.93752E-02    0.55717E-11   -0.93752E-02    0.98672E-02    0.17462E-13    0.55717E-11    0.17462E-13    0.95619E-17
  4764    0.25297E+00   -0.94159E-02    0.55673E-11   -0.94159E-02    0.98440E-02    0.17103E-13    0.55673E-11    0.17103E-13    0.95529E-17
